country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
India,False,No Interview,http://bit.ly/job648,Form Filling Job,Digital India Hub,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-7398016488.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,No Interview,http://bit.ly/job772,Airport Ground Staff,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9638350629.,hr.datatechsolutions@gmail.com,High/Unrealistic,Gurgaon,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/4229,HR Executive,Reliance Jio,Join Reliance Jio as a HR Executive. Work on cutting-edge technologies. Location: Chennai. Send resume to our official email.,careers@reliancejio.com,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/5364,System Analyst,Infosys,Urgent opening for System Analyst at Infosys Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@infosys.net,Undisclosed,Hyderabad,Genuine
India,False,No Interview,http://bit.ly/job661,Back Office Executive,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-6944994595.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/1012,Java Developer,TCS,Urgent opening for Java Developer at TCS Chennai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@tcs.co.in,Undisclosed,Gurgaon,Genuine
Foreign,False,Online Chat,http://amazon-hiring-now.net,Payment Processor,Amazon,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,New York,Fake
Foreign,True,Online Chat,http://google-hiring-now.net,Package Handler,Google,Immediate visa sponsorship for Package Handler. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Remote,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Frontend Developer,Tesla,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,jobs@tesla.com,Undisclosed,San Francisco,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/4826,Software Engineer,HCL Tech,Urgent opening for Software Engineer at HCL Tech Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@hcltech.co.in,Undisclosed,Gurgaon,Genuine
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Airport Services,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-8263245169.,hr.airportservices@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://tesla-hiring-now.net,Cruise Ship Crew,Tesla,Exciting offer for Cruise Ship Crew. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Berlin,Fake
India,False,No Interview,http://bit.ly/job482,Data Entry Operator,Digital India Hub,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-7374644472.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/8429,System Analyst,Airtel,Urgent opening for System Analyst at Airtel Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@airtel.net,Undisclosed,Hyderabad,Genuine
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Cruise Ship Crew,Salesforce,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Captcha Entry Work,Digital India Hub,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,hr.digitalindiahub@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,Exciting offer for Payment Processor. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Singapore,Fake
India,False,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-9550294644.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Assistant Helper,Smart Work Pvt Ltd,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-6973175152.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://forms.gle/xyz,Captcha Entry Work,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9896172483.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Cruise Ship Crew,Salesforce,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,employment@salesforce-jobs.com,High/Unrealistic,Berlin,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/8753,Software Engineer,Tech Mahindra,Join Tech Mahindra as a Software Engineer. Work on cutting-edge technologies. Location: Chennai. Send resume to our official email.,careers@techmahindra.com,Undisclosed,Noida,Genuine
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Global Services,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
Foreign,True,Online Chat,http://amazon-hiring-now.net,Cruise Ship Crew,Amazon,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/5249,Sales Manager,Wipro,We are looking for a skilled Sales Manager to join our team in Mumbai. Minimum 2 years experience required. Apply on our official portal.,recruitment@wipro.net,Undisclosed,Noida,Genuine
India,True,No Interview,http://bit.ly/job674,Airport Ground Staff,DataTech Solutions,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Pune,Fake
India,False,No Interview,http://forms.gle/xyz,Back Office Executive,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8056740275.,carrer.offer@rediffmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Digital India Hub,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,hr.digitalindiahub@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://adobe-hiring-now.net,Package Handler,Adobe,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,False,No Interview,http://bit.ly/job741,Form Filling Job,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-7153572951.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/7310,System Analyst,Tech Mahindra,Tech Mahindra is hiring for System Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@techmahindra.net,Undisclosed,Bangalore,Genuine
Foreign,True,Online Chat,http://adobe-hiring-now.net,Package Handler,Adobe,Immediate visa sponsorship for Package Handler. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,London,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Form Filling Job,Smart Work Pvt Ltd,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Pune,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,DevOps Engineer,Microsoft,Exciting opportunity for DevOps Engineer at Microsoft. Remote options available. Competitive compensation package.,careers@microsoft.org,Undisclosed,San Francisco,Genuine
India,True,No Interview,http://bit.ly/job829,Form Filling Job,Airport Services,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/8415,Java Developer,Infosys,Join Infosys as a Java Developer. Work on cutting-edge technologies. Location: Pune. Send resume to our official email.,careers@infosys.com,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/9595,Business Analyst,Reliance Jio,Urgent opening for Business Analyst at Reliance Jio Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@reliancejio.net,Undisclosed,Chennai,Genuine
India,False,No Interview,http://bit.ly/job587,Captcha Entry Work,Airport Services,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-6594243326.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Marketing Director,Tesla,Exciting opportunity for Marketing Director at Tesla. Remote options available. Competitive compensation package.,careers@tesla.org,Undisclosed,Singapore,Genuine
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,SMS Sending Job,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8167188259.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,Product Manager,Adobe,Adobe is seeking a talented Product Manager. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@adobe.com,Undisclosed,Singapore,Genuine
India,False,No Interview,http://tinyurl.com/datatech solutions,Form Filling Job,DataTech Solutions,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-6872781147.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 5000 for cleaning charges and get appointment letter today.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://bit.ly/job188,Back Office Executive,Airport Services,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://bit.ly/job200,Assistant Helper,Global Services,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-8975055406.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://bit.ly/job282,Data Entry Operator,Global Services,Direct joining without interview. Salary 40000. Security deposit required for verification.,hr.globalservices@gmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Oil Rig Worker,Netflix,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,San Francisco,Fake
Foreign,True,Online Chat,http://google-hiring-now.net,Package Handler,Google,Exciting offer for Package Handler. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Berlin,Fake
India,True,No Interview,http://bit.ly/job346,Back Office Executive,DataTech Solutions,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Cloud Architect,Netflix,Join our global team as a Cloud Architect. We prioritize innovation and diversity. Full health benefits included.,jobs@netflix.com,Undisclosed,Sydney,Genuine
Foreign,False,Video Conference x3,https://jobs.tesla.com,Marketing Director,Tesla,Tesla is seeking a talented Marketing Director. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@tesla.com,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/4094,HR Executive,Wipro,We are looking for a skilled HR Executive to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,careers@wipro.com,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/9271,Software Engineer,Infosys,We are looking for a skilled Software Engineer to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,careers@infosys.com,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/5804,HR Executive,HCL Tech,HCL Tech is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hcltech.com,Undisclosed,Chennai,Genuine
India,True,No Interview,http://bit.ly/job822,Data Entry Operator,Smart Work Pvt Ltd,Urgent hiring for Data Entry Operator. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
